Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
1.14803	Src2	0	64	FullDelay	0.50803	508030	1	1
1.15163	Src2	0	48	LastDelay	0.67163	671630	1	1
1.15163	Src2	0	48	FullDelay	0.67163	671630	1	1
1.16243	Src2	0	69	LastDelay	0.47243	472430	1	1
1.16243	Src2	0	69	FullDelay	0.47243	472430	1	1
1.16363	Src1	0	48	LastDelay	0.68363	683630	1	1
1.16363	Src1	0	48	FullDelay	0.68363	683630	1	1
1.17563	Src1	0	72	LastDelay	0.45563	455630	1	1
1.17563	Src1	0	72	FullDelay	0.45563	455630	1	1
1.17563	Src2	0	51	LastDelay	0.66563	665630	1	1
1.17563	Src2	0	51	FullDelay	0.66563	665630	1	1
1.18763	Src1	0	51	LastDelay	0.67763	677630	1	1
1.18763	Src1	0	51	FullDelay	0.67763	677630	1	1
1.18883	Src2	0	74	LastDelay	0.44883	448830	1	1
1.18883	Src2	0	74	FullDelay	0.44883	448830	1	1
1.20083	Src1	0	76	LastDelay	0.44083	440830	1	1
1.20083	Src1	0	76	FullDelay	0.44083	440830	1	1
1.20083	Src2	0	50	LastDelay	0.70083	700830	1	1
1.20083	Src2	0	50	FullDelay	0.70083	700830	1	1
1.21283	Src1	0	50	LastDelay	0.71283	712830	1	1
1.21283	Src1	0	50	FullDelay	0.71283	712830	1	1
1.21403	Src2	0	77	LastDelay	0.44403	444030	1	1
1.21403	Src2	0	77	FullDelay	0.44403	444030	1	1
1.22483	Src1	0	55	LastDelay	0.67483	674830	1	1
1.22483	Src1	0	55	FullDelay	0.67483	674830	1	1
1.22723	Src2	0	80	LastDelay	0.42723	427230	1	1
1.22723	Src2	0	80	FullDelay	0.42723	427230	1	1
1.23683	Src2	0	54	LastDelay	0.69683	696830	1	1
1.23683	Src2	0	54	FullDelay	0.69683	696830	1	1
1.24043	Src1	0	83	LastDelay	0.41043	410430	1	1
1.24043	Src1	0	83	FullDelay	0.41043	410430	1	1
1.25003	Src1	0	54	LastDelay	0.71003	710030	1	1
1.25003	Src1	0	54	FullDelay	0.71003	710030	1	1
1.25363	Src2	0	88	LastDelay	0.37363	373630	1	1
1.25363	Src2	0	88	FullDelay	0.37363	373630	1	1
1.26203	Src2	0	53	LastDelay	0.73203	732030	1	1
1.26203	Src2	0	53	FullDelay	0.73203	732030	1	1
1.26563	Src2	0	89	LastDelay	0.37563	375630	1	1
1.26563	Src2	0	89	FullDelay	0.37563	375630	1	1
1.27403	Src1	0	53	LastDelay	0.74403	744030	1	1
1.27403	Src1	0	53	FullDelay	0.74403	744030	1	1
1.27883	Src1	0	91	LastDelay	0.36883	368830	1	1
1.27883	Src1	0	91	FullDelay	0.36883	368830	1	1
1.28723	Src2	0	52	LastDelay	0.76723	767230	1	1
1.28723	Src2	0	52	FullDelay	0.76723	767230	1	1
1.29203	Src1	0	93	LastDelay	0.36203	362030	1	1
1.29203	Src1	0	93	FullDelay	0.36203	362030	1	1
1.29923	Src1	0	57	LastDelay	0.72923	729230	1	1
1.29923	Src1	0	57	FullDelay	0.72923	729230	1	1
1.30523	Src1	0	96	LastDelay	0.34523	345230	1	1
1.30523	Src1	0	96	FullDelay	0.34523	345230	1	1
1.31123	Src2	0	56	LastDelay	0.75123	751230	1	1
1.31123	Src2	0	56	FullDelay	0.75123	751230	1	1
1.31723	Src1	0	97	LastDelay	0.34723	347230	1	1
1.31723	Src1	0	97	FullDelay	0.34723	347230	1	1
1.32323	Src1	0	56	LastDelay	0.76323	763230	1	1
1.32323	Src1	0	56	FullDelay	0.76323	763230	1	1
1.33043	Src1	0	99	LastDelay	0.34043	340430	1	1
1.33043	Src1	0	99	FullDelay	0.34043	340430	1	1
1.33643	Src1	0	59	LastDelay	0.74643	746430	1	1
1.33643	Src1	0	59	FullDelay	0.74643	746430	1	1
1.34363	Src1	0	100	LastDelay	0.34363	343630	1	1
1.34363	Src1	0	100	FullDelay	0.34363	343630	1	1
1.34843	Src2	0	58	LastDelay	0.76843	768430	1	1
1.34843	Src2	0	58	FullDelay	0.76843	768430	1	1
1.35563	Src2	0	100	LastDelay	0.35563	355630	1	1
1.35563	Src2	0	100	FullDelay	0.35563	355630	1	1
1.36043	Src1	0	58	LastDelay	0.78043	780430	1	1
1.36043	Src1	0	58	FullDelay	0.78043	780430	1	1
1.36763	Src1	0	101	LastDelay	0.35763	357630	1	1
1.36763	Src1	0	101	FullDelay	0.35763	357630	1	1
1.37243	Src1	0	60	LastDelay	0.77243	772430	1	1
1.37243	Src1	0	60	FullDelay	0.77243	772430	1	1
1.38083	Src1	0	103	LastDelay	0.35083	350830	1	1
1.38083	Src1	0	103	FullDelay	0.35083	350830	1	1
1.38563	Src1	0	61	LastDelay	0.77563	775630	1	1
1.38563	Src1	0	61	FullDelay	0.77563	775630	1	1
1.39283	Src2	0	103	LastDelay	0.36283	362830	1	1
1.39283	Src2	0	103	FullDelay	0.36283	362830	1	1
1.39763	Src1	0	64	LastDelay	0.75763	757630	1	1
1.39763	Src1	0	64	FullDelay	0.75763	757630	1	1
1.40603	Src1	0	105	LastDelay	0.35603	356030	1	1
1.40603	Src1	0	105	FullDelay	0.35603	356030	1	1
1.40963	Src2	0	63	LastDelay	0.77963	779630	1	1
1.40963	Src2	0	63	FullDelay	0.77963	779630	1	1
1.41803	Src2	0	105	LastDelay	0.36803	368030	1	1
1.41803	Src2	0	105	FullDelay	0.36803	368030	1	1
1.42163	Src1	0	63	LastDelay	0.79163	791630	1	1
1.42163	Src1	0	63	FullDelay	0.79163	791630	1	1
1.43123	Src1	0	106	LastDelay	0.37123	371230	1	1
1.43123	Src1	0	106	FullDelay	0.37123	371230	1	1
1.43483	Src1	0	62	LastDelay	0.81483	814830	1	1
1.43483	Src1	0	62	FullDelay	0.81483	814830	1	1
1.44323	Src2	0	106	LastDelay	0.38323	383230	1	1
1.44323	Src2	0	106	FullDelay	0.38323	383230	1	1
1.44683	Src1	0	69	LastDelay	0.75683	756830	1	1
1.44683	Src1	0	69	FullDelay	0.75683	756830	1	1
1.45523	Src1	0	107	LastDelay	0.38523	385230	1	1
1.45523	Src1	0	107	FullDelay	0.38523	385230	1	1
1.45883	Src2	0	68	LastDelay	0.77883	778830	1	1
1.45883	Src2	0	68	FullDelay	0.77883	778830	1	1
1.46723	Src2	0	107	LastDelay	0.39723	397230	1	1
1.46723	Src2	0	107	FullDelay	0.39723	397230	1	1
1.47203	Src2	0	67	LastDelay	0.80203	802030	1	1
1.47203	Src2	0	67	FullDelay	0.80203	802030	1	1
1.48043	Src2	0	108	LastDelay	0.40043	400430	1	1
1.48043	Src2	0	108	FullDelay	0.40043	400430	1	1
1.48403	Src2	0	65	LastDelay	0.83403	834030	1	1
1.48403	Src2	0	65	FullDelay	0.83403	834030	1	1
1.49363	Src1	0	111	LastDelay	0.38363	383630	1	1
1.49363	Src1	0	111	FullDelay	0.38363	383630	1	1
1.49723	Src2	0	71	LastDelay	0.78723	787230	1	1
1.49723	Src2	0	71	FullDelay	0.78723	787230	1	1
1.50563	Src2	0	111	LastDelay	0.39563	395630	1	1
1.50563	Src2	0	111	FullDelay	0.39563	395630	1	1
1.50923	Src1	0	71	LastDelay	0.79923	799230	1	1
1.50923	Src1	0	71	FullDelay	0.79923	799230	1	1
1.51763	Src1	0	112	LastDelay	0.39763	397630	1	1
1.51763	Src1	0	112	FullDelay	0.39763	397630	1	1
1.52123	Src2	0	75	LastDelay	0.77123	771230	1	1
1.52123	Src2	0	75	FullDelay	0.77123	771230	1	1
1.53083	Src2	0	112	LastDelay	0.41083	410830	1	1
1.53083	Src2	0	112	FullDelay	0.41083	410830	1	1
1.53443	Src1	0	75	LastDelay	0.78443	784430	1	1
1.53443	Src1	0	75	FullDelay	0.78443	784430	1	1
1.54283	Src1	0	113	LastDelay	0.41283	412830	1	1
1.54283	Src1	0	113	FullDelay	0.41283	412830	1	1
1.54643	Src1	0	77	LastDelay	0.77643	776430	1	1
1.54643	Src1	0	77	FullDelay	0.77643	776430	1	1
1.55483	Src2	0	113	LastDelay	0.42483	424830	1	1
1.55483	Src2	0	113	FullDelay	0.42483	424830	1	1
1.55843	Src2	0	76	LastDelay	0.79843	798430	1	1
1.55843	Src2	0	76	FullDelay	0.79843	798430	1	1
1.56683	Src1	0	114	LastDelay	0.42683	426830	1	1
1.56683	Src1	0	114	FullDelay	0.42683	426830	1	1
1.57163	Src1	0	80	LastDelay	0.77163	771630	1	1
1.57163	Src1	0	80	FullDelay	0.77163	771630	1	1
1.58003	Src2	0	114	LastDelay	0.44003	440030	1	1
1.58003	Src2	0	114	FullDelay	0.44003	440030	1	1
1.58363	Src2	0	79	LastDelay	0.79363	793630	1	1
1.58363	Src2	0	79	FullDelay	0.79363	793630	1	1
1.59203	Src1	0	115	LastDelay	0.44203	442030	1	1
1.59203	Src1	0	115	FullDelay	0.44203	442030	1	1
1.59563	Src1	0	79	LastDelay	0.80563	805630	1	1
1.59563	Src1	0	79	FullDelay	0.80563	805630	1	1
1.60403	Src2	0	115	LastDelay	0.45403	454030	1	1
1.60403	Src2	0	115	FullDelay	0.45403	454030	1	1
1.60763	Src1	0	78	LastDelay	0.82763	827630	1	1
1.60763	Src1	0	78	FullDelay	0.82763	827630	1	1
1.61603	Src1	0	116	LastDelay	0.45603	456030	1	1
1.61603	Src1	0	116	FullDelay	0.45603	456030	1	1
1.62083	Src2	0	82	LastDelay	0.80083	800830	1	1
1.62083	Src2	0	82	FullDelay	0.80083	800830	1	1
1.62923	Src1	0	117	LastDelay	0.45923	459230	1	1
1.62923	Src1	0	117	FullDelay	0.45923	459230	1	1
1.63283	Src1	0	81	LastDelay	0.82283	822830	1	1
1.63283	Src1	0	81	FullDelay	0.82283	822830	1	1
1.64123	Src2	0	117	LastDelay	0.47123	471230	1	1
1.64123	Src2	0	117	FullDelay	0.47123	471230	1	1
1.64603	Src1	0	88	LastDelay	0.76603	766030	1	1
1.64603	Src1	0	88	FullDelay	0.76603	766030	1	1
1.65323	Src1	0	118	LastDelay	0.47323	473230	1	1
1.65323	Src1	0	118	FullDelay	0.47323	473230	1	1
1.65803	Src2	0	87	LastDelay	0.78803	788030	1	1
1.65803	Src2	0	87	FullDelay	0.78803	788030	1	1
1.66523	Src2	0	118	LastDelay	0.48523	485230	1	1
1.66523	Src2	0	118	FullDelay	0.48523	485230	1	1
1.67003	Src1	0	89	LastDelay	0.78003	780030	1	1
1.67003	Src1	0	89	FullDelay	0.78003	780030	1	1
1.67843	Src1	0	119	LastDelay	0.48843	488430	1	1
1.67843	Src1	0	119	FullDelay	0.48843	488430	1	1
1.68323	Src2	0	90	LastDelay	0.78323	783230	1	1
1.68323	Src2	0	90	FullDelay	0.78323	783230	1	1
1.69043	Src2	0	119	LastDelay	0.50043	500430	1	1
1.69043	Src2	0	119	FullDelay	0.50043	500430	1	1
1.69523	Src1	0	90	LastDelay	0.79523	795230	1	1
1.69523	Src1	0	90	FullDelay	0.79523	795230	1	1
1.70243	Src1	0	120	LastDelay	0.50243	502430	1	1
1.70243	Src1	0	120	FullDelay	0.50243	502430	1	1
1.70723	Src1	0	92	LastDelay	0.78723	787230	1	1
1.70723	Src1	0	92	FullDelay	0.78723	787230	1	1
1.71563	Src2	0	120	LastDelay	0.51563	515630	1	1
1.71563	Src2	0	120	FullDelay	0.51563	515630	1	1
1.72043	Src2	0	92	LastDelay	0.80043	800430	1	1
1.72043	Src2	0	92	FullDelay	0.80043	800430	1	1
1.72763	Src1	0	121	LastDelay	0.51763	517630	1	1
1.72763	Src1	0	121	FullDelay	0.51763	517630	1	1
1.73243	Src2	0	91	LastDelay	0.82243	822430	1	1
1.73243	Src2	0	91	FullDelay	0.82243	822430	1	1
1.73963	Src1	0	122	LastDelay	0.51963	519630	1	1
1.73963	Src1	0	122	FullDelay	0.51963	519630	1	1
1.74443	Src2	0	95	LastDelay	0.79443	794430	1	1
1.74443	Src2	0	95	FullDelay	0.79443	794430	1	1
1.75163	Src2	0	121	LastDelay	0.54163	541630	1	1
1.75163	Src2	0	121	FullDelay	0.54163	541630	1	1
1.75643	Src1	0	95	LastDelay	0.80643	806430	1	1
1.75643	Src1	0	95	FullDelay	0.80643	806430	1	1
1.76483	Src1	0	123	LastDelay	0.53483	534830	1	1
1.76483	Src1	0	123	FullDelay	0.53483	534830	1	1
1.76963	Src1	0	94	LastDelay	0.82963	829630	1	1
1.76963	Src1	0	94	FullDelay	0.82963	829630	1	1
1.77683	Src2	0	122	LastDelay	0.55683	556830	1	1
1.77683	Src2	0	122	FullDelay	0.55683	556830	1	1
1.78163	Src2	0	93	LastDelay	0.85163	851630	1	1
1.78163	Src2	0	93	FullDelay	0.85163	851630	1	1
1.78883	Src2	0	123	LastDelay	0.55883	558830	1	1
1.78883	Src2	0	123	FullDelay	0.55883	558830	1	1
1.79363	Src2	0	96	LastDelay	0.83363	833630	1	1
1.79363	Src2	0	96	FullDelay	0.83363	833630	1	1
1.80083	Src1	0	124	LastDelay	0.56083	560830	1	1
1.80083	Src1	0	124	FullDelay	0.56083	560830	1	1
1.80563	Src2	0	98	LastDelay	0.82563	825630	1	1
1.80563	Src2	0	98	FullDelay	0.82563	825630	1	1
1.81403	Src2	0	124	LastDelay	0.57403	574030	1	1
1.81403	Src2	0	124	FullDelay	0.57403	574030	1	1
1.81883	Src2	0	99	LastDelay	0.82883	828830	1	1
1.81883	Src2	0	99	FullDelay	0.82883	828830	1	1
1.82603	Src1	0	125	LastDelay	0.57603	576030	1	1
1.82603	Src1	0	125	FullDelay	0.57603	576030	1	1
1.83083	Src1	0	102	LastDelay	0.81083	810830	1	1
1.83083	Src1	0	102	FullDelay	0.81083	810830	1	1
1.83803	Src2	0	125	LastDelay	0.58803	588030	1	1
1.83803	Src2	0	125	FullDelay	0.58803	588030	1	1
1.84403	Src2	0	102	LastDelay	0.82403	824030	1	1
1.84403	Src2	0	102	FullDelay	0.82403	824030	1	1
1.85003	Src1	0	126	LastDelay	0.59003	590030	1	1
1.85003	Src1	0	126	FullDelay	0.59003	590030	1	1
1.85603	Src2	0	101	LastDelay	0.84603	846030	1	1
1.85603	Src2	0	101	FullDelay	0.84603	846030	1	1
1.86323	Src2	0	126	LastDelay	0.60323	603230	1	1
1.86323	Src2	0	126	FullDelay	0.60323	603230	1	1
1.86803	Src2	0	104	LastDelay	0.82803	828030	1	1
1.86803	Src2	0	104	FullDelay	0.82803	828030	1	1
1.87523	Src1	0	127	LastDelay	0.60523	605230	1	1
1.87523	Src1	0	127	FullDelay	0.60523	605230	1	1
1.88003	Src1	0	104	LastDelay	0.84003	840030	1	1
1.88003	Src1	0	104	FullDelay	0.84003	840030	1	1
1.88723	Src2	0	127	LastDelay	0.61723	617230	1	1
1.88723	Src2	0	127	FullDelay	0.61723	617230	1	1
1.89323	Src1	0	108	LastDelay	0.81323	813230	1	1
1.89323	Src1	0	108	FullDelay	0.81323	813230	1	1
1.89923	Src1	0	128	LastDelay	0.61923	619230	1	1
1.89923	Src1	0	128	FullDelay	0.61923	619230	1	1
1.90523	Src2	0	110	LastDelay	0.80523	805230	1	1
1.90523	Src2	0	110	FullDelay	0.80523	805230	1	1
1.91243	Src1	0	129	LastDelay	0.62243	622430	1	1
1.91243	Src1	0	129	FullDelay	0.62243	622430	1	1
1.91723	Src1	0	110	LastDelay	0.81723	817230	1	1
1.91723	Src1	0	110	FullDelay	0.81723	817230	1	1
1.92443	Src2	0	129	LastDelay	0.63443	634430	1	1
1.92443	Src2	0	129	FullDelay	0.63443	634430	1	1
1.92923	Src2	0	109	LastDelay	0.83923	839230	1	1
1.92923	Src2	0	109	FullDelay	0.83923	839230	1	1
1.93643	Src2	0	130	LastDelay	0.63643	636430	1	1
1.93643	Src2	0	130	FullDelay	0.63643	636430	1	1
1.94243	Src1	0	109	LastDelay	0.85243	852430	1	1
1.94243	Src1	0	109	FullDelay	0.85243	852430	1	1
1.94963	Src1	0	132	LastDelay	0.62963	629630	1	1
1.94963	Src1	0	132	FullDelay	0.62963	629630	1	1
1.95443	Src2	0	116	LastDelay	0.79443	794430	1	1
1.95443	Src2	0	116	FullDelay	0.79443	794430	1	1
1.96163	Src2	0	132	LastDelay	0.64163	641630	1	1
1.96163	Src2	0	132	FullDelay	0.64163	641630	1	1
1.96643	Src2	0	128	LastDelay	0.68643	686430	1	1
1.96643	Src2	0	128	FullDelay	0.68643	686430	1	1
1.97483	Src1	0	133	LastDelay	0.64483	644830	1	1
1.97483	Src1	0	133	FullDelay	0.64483	644830	1	1
1.97843	Src1	0	130	LastDelay	0.67843	678430	1	1
1.97843	Src1	0	130	FullDelay	0.67843	678430	1	1
1.98683	Src1	0	134	LastDelay	0.64683	646830	1	1
1.98683	Src1	0	134	FullDelay	0.64683	646830	1	1
1.99163	Src2	0	131	LastDelay	0.68163	681630	1	1
1.99163	Src2	0	131	FullDelay	0.68163	681630	1	1
1.99883	Src2	0	135	LastDelay	0.64883	648830	1	1
1.99883	Src2	0	135	FullDelay	0.64883	648830	1	1
2.00363	Src1	0	131	LastDelay	0.69363	693630	1	1
2.00363	Src1	0	131	FullDelay	0.69363	693630	1	1
2.01203	Src1	0	135	LastDelay	0.66203	662030	1	1
2.01203	Src1	0	135	FullDelay	0.66203	662030	1	1
2.01563	Src2	0	133	LastDelay	0.68563	685630	1	1
2.01563	Src2	0	133	FullDelay	0.68563	685630	1	1
2.02523	Src2	0	137	LastDelay	0.65523	655230	1	1
2.02523	Src2	0	137	FullDelay	0.65523	655230	1	1
2.02763	Src2	0	134	LastDelay	0.68763	687630	1	1
2.02763	Src2	0	134	FullDelay	0.68763	687630	1	1
2.03723	Src2	0	138	LastDelay	0.65723	657230	1	1
2.03723	Src2	0	138	FullDelay	0.65723	657230	1	1
2.04083	Src1	0	137	LastDelay	0.67083	670830	1	1
2.04083	Src1	0	137	FullDelay	0.67083	670830	1	1
2.05043	Src1	0	140	LastDelay	0.65043	650430	1	1
2.05043	Src1	0	140	FullDelay	0.65043	650430	1	1
2.05283	Src2	0	136	LastDelay	0.69283	692830	1	1
2.05283	Src2	0	136	FullDelay	0.69283	692830	1	1
2.06243	Src1	0	142	LastDelay	0.64243	642430	1	1
2.06243	Src1	0	142	FullDelay	0.64243	642430	1	1
2.06483	Src1	0	136	LastDelay	0.70483	704830	1	1
2.06483	Src1	0	136	FullDelay	0.70483	704830	1	1
2.07563	Src2	0	142	LastDelay	0.65563	655630	1	1
2.07563	Src2	0	142	FullDelay	0.65563	655630	1	1
2.07683	Src1	0	138	LastDelay	0.69683	696830	1	1
2.07683	Src1	0	138	FullDelay	0.69683	696830	1	1
2.08763	Src1	0	143	LastDelay	0.65763	657630	1	1
2.08763	Src1	0	143	FullDelay	0.65763	657630	1	1
2.09003	Src2	0	139	LastDelay	0.70003	700030	1	1
2.09003	Src2	0	139	FullDelay	0.70003	700030	1	1
2.09963	Src2	0	143	LastDelay	0.66963	669630	1	1
2.09963	Src2	0	143	FullDelay	0.66963	669630	1	1
2.10203	Src1	0	139	LastDelay	0.71203	712030	1	1
2.10203	Src1	0	139	FullDelay	0.71203	712030	1	1
2.11283	Src2	0	144	LastDelay	0.67283	672830	1	1
2.11283	Src2	0	144	FullDelay	0.67283	672830	1	1
2.11406	Src2	0	141	LastDelay	0.704061	704061	1	1
2.11406	Src2	0	141	FullDelay	0.704061	704061	1	1
2.12483	Src2	0	145	LastDelay	0.67483	674830	1	1
2.12483	Src2	0	145	FullDelay	0.67483	674830	1	1
2.12603	Src1	0	141	LastDelay	0.71603	716030	1	1
2.12603	Src1	0	141	FullDelay	0.71603	716030	1	1
2.13803	Src2	0	147	LastDelay	0.66803	668030	1	1
2.13803	Src2	0	147	FullDelay	0.66803	668030	1	1
2.13926	Src2	0	140	LastDelay	0.739261	739261	1	1
2.13926	Src2	0	140	FullDelay	0.739261	739261	1	1
2.15123	Src1	0	144	LastDelay	0.71123	711230	1	1
2.15123	Src1	0	144	FullDelay	0.71123	711230	1	1
2.15246	Src1	0	150	LastDelay	0.652461	652461	1	1
2.15246	Src1	0	150	FullDelay	0.652461	652461	1	1
2.16323	Src1	0	145	LastDelay	0.71323	713230	1	1
2.16323	Src1	0	145	FullDelay	0.71323	713230	1	1
2.16446	Src1	0	152	LastDelay	0.644461	644461	1	1
2.16446	Src1	0	152	FullDelay	0.644461	644461	1	1
2.17523	Src1	0	147	LastDelay	0.70523	705230	1	1
2.17523	Src1	0	147	FullDelay	0.70523	705230	1	1
2.17646	Src1	0	153	LastDelay	0.646461	646461	1	1
2.17646	Src1	0	153	FullDelay	0.646461	646461	1	1
2.18843	Src2	0	146	LastDelay	0.72843	728430	1	1
2.18843	Src2	0	146	FullDelay	0.72843	728430	1	1
2.18963	Src1	0	156	LastDelay	0.62963	629630	1	1
2.18963	Src1	0	156	FullDelay	0.62963	629630	1	1
2.20043	Src1	0	146	LastDelay	0.74043	740430	1	1
2.20043	Src1	0	146	FullDelay	0.74043	740430	1	1
2.20163	Src2	0	156	LastDelay	0.64163	641630	1	1
2.20163	Src2	0	156	FullDelay	0.64163	641630	1	1
2.21243	Src2	0	149	LastDelay	0.72243	722430	1	1
2.21243	Src2	0	149	FullDelay	0.72243	722430	1	1
2.21366	Src2	0	158	LastDelay	0.633661	633661	1	1
2.21366	Src2	0	158	FullDelay	0.633661	633661	1	1
2.22443	Src1	0	149	LastDelay	0.73443	734430	1	1
2.22443	Src1	0	149	FullDelay	0.73443	734430	1	1
2.22683	Src2	0	159	LastDelay	0.63683	636830	1	1
2.22683	Src2	0	159	FullDelay	0.63683	636830	1	1
2.23763	Src2	0	148	LastDelay	0.75763	757630	1	1
2.23763	Src2	0	148	FullDelay	0.75763	757630	1	1
2.23886	Src2	0	160	LastDelay	0.638861	638861	1	1
2.23886	Src2	0	160	FullDelay	0.638861	638861	1	1
2.24963	Src1	0	148	LastDelay	0.76963	769630	1	1
2.24963	Src1	0	148	FullDelay	0.76963	769630	1	1
2.25203	Src2	0	161	LastDelay	0.64203	642030	1	1
2.25203	Src2	0	161	FullDelay	0.64203	642030	1	1
2.26163	Src1	0	151	LastDelay	0.75163	751630	1	1
2.26163	Src1	0	151	FullDelay	0.75163	751630	1	1
2.26523	Src1	0	164	LastDelay	0.62523	625230	1	1
2.26523	Src1	0	164	FullDelay	0.62523	625230	1	1
2.27363	Src2	0	150	LastDelay	0.77363	773630	1	1
2.27363	Src2	0	150	FullDelay	0.77363	773630	1	1
2.27843	Src2	0	166	LastDelay	0.61843	618430	1	1
2.27843	Src2	0	166	FullDelay	0.61843	618430	1	1
2.28683	Src2	0	151	LastDelay	0.77683	776830	1	1
2.28683	Src2	0	151	FullDelay	0.77683	776830	1	1
2.29043	Src2	0	170	LastDelay	0.59043	590430	1	1
2.29043	Src2	0	170	FullDelay	0.59043	590430	1	1
2.29883	Src2	0	155	LastDelay	0.74883	748830	1	1
2.29883	Src2	0	155	FullDelay	0.74883	748830	1	1
2.30243	Src1	0	172	LastDelay	0.58243	582430	1	1
2.30243	Src1	0	172	FullDelay	0.58243	582430	1	1
2.31083	Src1	0	158	LastDelay	0.73083	730830	1	1
2.31083	Src1	0	158	FullDelay	0.73083	730830	1	1
2.31563	Src2	0	173	LastDelay	0.58563	585630	1	1
2.31563	Src2	0	173	FullDelay	0.58563	585630	1	1
2.32283	Src1	0	159	LastDelay	0.73283	732830	1	1
2.32283	Src1	0	159	FullDelay	0.73283	732830	1	1
2.32763	Src2	0	174	LastDelay	0.58763	587630	1	1
2.32763	Src2	0	174	FullDelay	0.58763	587630	1	1
2.33603	Src1	0	160	LastDelay	0.73603	736030	1	1
2.33603	Src1	0	160	FullDelay	0.73603	736030	1	1
2.34083	Src2	0	175	LastDelay	0.59083	590830	1	1
2.34083	Src2	0	175	FullDelay	0.59083	590830	1	1
2.34803	Src1	0	161	LastDelay	0.73803	738030	1	1
2.34803	Src1	0	161	FullDelay	0.73803	738030	1	1
2.35283	Src2	0	178	LastDelay	0.57283	572830	1	1
2.35283	Src2	0	178	FullDelay	0.57283	572830	1	1
2.36003	Src2	0	163	LastDelay	0.73003	730030	1	1
2.36003	Src2	0	163	FullDelay	0.73003	730030	1	1
2.36603	Src1	0	180	LastDelay	0.56603	566030	1	1
2.36603	Src1	0	180	FullDelay	0.56603	566030	1	1
2.37323	Src1	0	163	LastDelay	0.74323	743230	1	1
2.37323	Src1	0	163	FullDelay	0.74323	743230	1	1
2.37803	Src1	0	181	LastDelay	0.56803	568030	1	1
2.37803	Src1	0	181	FullDelay	0.56803	568030	1	1
2.38523	Src2	0	162	LastDelay	0.76523	765230	1	1
2.38523	Src2	0	162	FullDelay	0.76523	765230	1	1
2.39003	Src1	0	182	LastDelay	0.57003	570030	1	1
2.39003	Src1	0	182	FullDelay	0.57003	570030	1	1
2.39723	Src1	0	162	LastDelay	0.77723	777230	1	1
2.39723	Src1	0	162	FullDelay	0.77723	777230	1	1
2.40323	Src2	0	184	LastDelay	0.56323	563230	1	1
2.40323	Src2	0	184	FullDelay	0.56323	563230	1	1
2.40923	Src1	0	167	LastDelay	0.73923	739230	1	1
2.40923	Src1	0	167	FullDelay	0.73923	739230	1	1
2.41643	Src2	0	187	LastDelay	0.54643	546430	1	1
2.41643	Src2	0	187	FullDelay	0.54643	546430	1	1
2.42243	Src2	0	165	LastDelay	0.77243	772430	1	1
2.42243	Src2	0	165	FullDelay	0.77243	772430	1	1
2.42843	Src1	0	189	LastDelay	0.53843	538430	1	1
2.42843	Src1	0	189	FullDelay	0.53843	538430	1	1
2.43443	Src1	0	166	LastDelay	0.77443	774430	1	1
2.43443	Src1	0	166	FullDelay	0.77443	774430	1	1
2.44163	Src1	0	190	LastDelay	0.54163	541630	1	1
2.44163	Src1	0	190	FullDelay	0.54163	541630	1	1
2.44643	Src1	0	165	LastDelay	0.79643	796430	1	1
2.44643	Src1	0	165	FullDelay	0.79643	796430	1	1
2.45363	Src1	0	191	LastDelay	0.54363	543630	1	1
2.45363	Src1	0	191	FullDelay	0.54363	543630	1	1
2.45843	Src1	0	170	LastDelay	0.75843	758430	1	1
2.45843	Src1	0	170	FullDelay	0.75843	758430	1	1
2.46683	Src2	0	192	LastDelay	0.54683	546830	1	1
2.46683	Src2	0	192	FullDelay	0.54683	546830	1	1
2.47163	Src1	0	173	LastDelay	0.74163	741630	1	1
2.47163	Src1	0	173	FullDelay	0.74163	741630	1	1
2.47883	Src1	0	193	LastDelay	0.54883	548830	1	1
2.47883	Src1	0	193	FullDelay	0.54883	548830	1	1
2.48363	Src1	0	174	LastDelay	0.74363	743630	1	1
2.48363	Src1	0	174	FullDelay	0.74363	743630	1	1
2.49083	Src1	0	194	LastDelay	0.55083	550830	1	1
2.49083	Src1	0	194	FullDelay	0.55083	550830	1	1
2.49563	Src1	0	175	LastDelay	0.74563	745630	1	1
2.49563	Src1	0	175	FullDelay	0.74563	745630	1	1
2.50403	Src2	0	194	LastDelay	0.56403	564030	1	1
2.50403	Src2	0	194	FullDelay	0.56403	564030	1	1
2.50763	Src1	0	178	LastDelay	0.72763	727630	1	1
2.50763	Src1	0	178	FullDelay	0.72763	727630	1	1
2.51603	Src1	0	196	LastDelay	0.55603	556030	1	1
2.51603	Src1	0	196	FullDelay	0.55603	556030	1	1
2.52083	Src2	0	179	LastDelay	0.73083	730830	1	1
2.52083	Src2	0	179	FullDelay	0.73083	730830	1	1
2.52923	Src2	0	196	LastDelay	0.56923	569230	1	1
2.52923	Src2	0	196	FullDelay	0.56923	569230	1	1
2.53283	Src2	0	180	LastDelay	0.73283	732830	1	1
2.53283	Src2	0	180	FullDelay	0.73283	732830	1	1
2.54243	Src2	0	199	LastDelay	0.55243	552430	1	1
2.54243	Src2	0	199	FullDelay	0.55243	552430	1	1
2.54483	Src2	0	181	LastDelay	0.73483	734830	1	1
