Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.73283	Src1	0	27	LastDelay	0.46283	462830	1	1
0.73283	Src1	0	27	FullDelay	0.46283	462830	1	1
0.74483	Src2	0	27	LastDelay	0.47483	474830	1	1
0.74483	Src2	0	27	FullDelay	0.47483	474830	1	1
0.75683	Src1	0	28	LastDelay	0.47683	476830	1	1
0.75683	Src1	0	28	FullDelay	0.47683	476830	1	1
0.77003	Src2	0	28	LastDelay	0.49003	490030	1	1
0.77003	Src2	0	28	FullDelay	0.49003	490030	1	1
0.78203	Src1	0	29	LastDelay	0.49203	492030	1	1
0.78203	Src1	0	29	FullDelay	0.49203	492030	1	1
0.79403	Src2	0	29	LastDelay	0.50403	504030	1	1
0.79403	Src2	0	29	FullDelay	0.50403	504030	1	1
0.80723	Src1	0	30	LastDelay	0.50723	507230	1	1
0.80723	Src1	0	30	FullDelay	0.50723	507230	1	1
0.81923	Src2	0	30	LastDelay	0.51923	519230	1	1
0.81923	Src2	0	30	FullDelay	0.51923	519230	1	1
0.83123	Src1	0	31	LastDelay	0.52123	521230	1	1
0.83123	Src1	0	31	FullDelay	0.52123	521230	1	1
0.84323	Src2	0	31	LastDelay	0.53323	533230	1	1
0.84323	Src2	0	31	FullDelay	0.53323	533230	1	1
0.85643	Src1	0	32	LastDelay	0.53643	536430	1	1
0.85643	Src1	0	32	FullDelay	0.53643	536430	1	1
0.86843	Src2	0	32	LastDelay	0.54843	548430	1	1
0.86843	Src2	0	32	FullDelay	0.54843	548430	1	1
0.88043	Src1	0	33	LastDelay	0.55043	550430	1	1
0.88043	Src1	0	33	FullDelay	0.55043	550430	1	1
0.89243	Src2	0	33	LastDelay	0.56243	562430	1	1
0.89243	Src2	0	33	FullDelay	0.56243	562430	1	1
0.90563	Src1	0	34	LastDelay	0.56563	565630	1	1
0.90563	Src1	0	34	FullDelay	0.56563	565630	1	1
0.91763	Src2	0	34	LastDelay	0.57763	577630	1	1
0.91763	Src2	0	34	FullDelay	0.57763	577630	1	1
0.92963	Src1	0	36	LastDelay	0.56963	569630	1	1
0.92963	Src1	0	36	FullDelay	0.56963	569630	1	1
0.94163	Src2	0	35	LastDelay	0.59163	591630	1	1
0.94163	Src2	0	35	FullDelay	0.59163	591630	1	1
0.94283	Src1	0	37	LastDelay	0.57283	572830	1	1
0.94283	Src1	0	37	FullDelay	0.57283	572830	1	1
0.95483	Src1	0	35	LastDelay	0.60483	604830	1	1
0.95483	Src1	0	35	FullDelay	0.60483	604830	1	1
0.956061	Src1	0	38	LastDelay	0.576061	576061	1	1
0.956061	Src1	0	38	FullDelay	0.576061	576061	1	1
0.96683	Src2	0	36	LastDelay	0.60683	606830	1	1
0.96683	Src2	0	36	FullDelay	0.60683	606830	1	1
0.96803	Src1	0	39	LastDelay	0.57803	578030	1	1
0.96803	Src1	0	39	FullDelay	0.57803	578030	1	1
0.97883	Src2	0	37	LastDelay	0.60883	608830	1	1
0.97883	Src2	0	37	FullDelay	0.60883	608830	1	1
0.98003	Src1	0	40	LastDelay	0.58003	580030	1	1
0.98003	Src1	0	40	FullDelay	0.58003	580030	1	1
0.99083	Src2	0	38	LastDelay	0.61083	610830	1	1
0.99083	Src2	0	38	FullDelay	0.61083	610830	1	1
0.99323	Src2	0	42	LastDelay	0.57323	573230	1	1
0.99323	Src2	0	42	FullDelay	0.57323	573230	1	1
1.00403	Src2	0	39	LastDelay	0.61403	614030	1	1
1.00403	Src2	0	39	FullDelay	0.61403	614030	1	1
1.00643	Src2	0	44	LastDelay	0.56643	566430	1	1
1.00643	Src2	0	44	FullDelay	0.56643	566430	1	1
1.01603	Src1	0	42	LastDelay	0.59603	596030	1	1
1.01603	Src1	0	42	FullDelay	0.59603	596030	1	1
1.01963	Src1	0	46	LastDelay	0.55963	559630	1	1
1.01963	Src1	0	46	FullDelay	0.55963	559630	1	1
1.02803	Src2	0	41	LastDelay	0.61803	618030	1	1
1.02803	Src2	0	41	FullDelay	0.61803	618030	1	1
1.03163	Src2	0	47	LastDelay	0.56163	561630	1	1
1.03163	Src2	0	47	FullDelay	0.56163	561630	1	1
1.04003	Src1	0	41	LastDelay	0.63003	630030	1	1
1.04003	Src1	0	41	FullDelay	0.63003	630030	1	1
1.04483	Src1	0	49	LastDelay	0.55483	554830	1	1
1.04483	Src1	0	49	FullDelay	0.55483	554830	1	1
1.05323	Src2	0	40	LastDelay	0.65323	653230	1	1
1.05323	Src2	0	40	FullDelay	0.65323	653230	1	1
1.05683	Src2	0	49	LastDelay	0.56683	566830	1	1
1.05683	Src2	0	49	FullDelay	0.56683	566830	1	1
1.06523	Src1	0	44	LastDelay	0.62523	625230	1	1
1.06523	Src1	0	44	FullDelay	0.62523	625230	1	1
1.07003	Src1	0	52	LastDelay	0.55003	550030	1	1
1.07003	Src1	0	52	FullDelay	0.55003	550030	1	1
1.07723	Src2	0	43	LastDelay	0.64723	647230	1	1
1.07723	Src2	0	43	FullDelay	0.64723	647230	1	1
1.08443	Src2	0	55	LastDelay	0.53443	534430	1	1
1.08443	Src2	0	55	FullDelay	0.53443	534430	1	1
1.08923	Src1	0	43	LastDelay	0.65923	659230	1	1
1.08923	Src1	0	43	FullDelay	0.65923	659230	1	1
1.09763	Src2	0	57	LastDelay	0.52763	527630	1	1
1.09763	Src2	0	57	FullDelay	0.52763	527630	1	1
1.10243	Src2	0	45	LastDelay	0.65243	652430	1	1
1.10243	Src2	0	45	FullDelay	0.65243	652430	1	1
1.10963	Src2	0	59	LastDelay	0.51963	519630	1	1
1.10963	Src2	0	59	FullDelay	0.51963	519630	1	1
1.11443	Src1	0	45	LastDelay	0.66443	664430	1	1
1.11443	Src1	0	45	FullDelay	0.66443	664430	1	1
1.12283	Src2	0	60	LastDelay	0.52283	522830	1	1
1.12283	Src2	0	60	FullDelay	0.52283	522830	1	1
1.12643	Src1	0	47	LastDelay	0.65643	656430	1	1
1.12643	Src1	0	47	FullDelay	0.65643	656430	1	1
1.13483	Src2	0	61	LastDelay	0.52483	524830	1	1
1.13483	Src2	0	61	FullDelay	0.52483	524830	1	1
1.13843	Src2	0	46	LastDelay	0.67843	678430	1	1
1.13843	Src2	0	46	FullDelay	0.67843	678430	1	1
1.14803	Src2	0	64	LastDelay	0.50803	508030	1	1
